ra,ano,fase,turma,nome,idade,genero,ano_ingresso,instituicao,pedra,inde,iaa,ieg,ips,ipp,ida,nota_matematica,nota_portugues,nota_ingles,indicado_bolsa,atingiu_pv,ipv,ian,fase_ideal,defasagem,fase_num,fase_ideal_num,pedra_padrao,instituicao_padrao,iaa_original,ipv_original,defasagem_original,defasagem_calculada,genero_inconsistente,ano_ingresso_inconsistente,idade_inconsistente
RA-909,2024,ALFA,ALFA J - G2/G3,Aluno-909,11,Feminino,2023,Pública,Ametista,7.722033333300001,10.0,8.1666666665,7.51,6.875,8.25,10.0,6.5,,,,7.5,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,10.002,7.5,-2,-2,False,False,False
RA-729,2024,ALFA,ALFA J - G2/G3,Aluno-729,10,Feminino,2022,Pública,Agata,6.684533333300001,8.002,8.4166666665,2.51,7.5,6.0,6.0,6.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.002,7.5,-1,-1,False,False,False
RA-1321,2024,ALFA,ALFA K - G0/G1,Aluno-1321,7,Masculino,2024,Pública,Ametista,7.95295,9.002,8.875,6.885,6.5625,8.75,10.0,7.5,,,,5.915,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.002,5.915,0,0,False,False,False
RA-1322,2024,ALFA,ALFA K - G0/G1,Aluno-1322,8,Feminino,2024,Pública,Topázio,8.47795,9.502,9.0,7.51,8.4375,7.5,8.5,6.5,,,,8.165,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.502,8.165,0,0,False,False,False
RA-1323,2024,ALFA,ALFA K - G0/G1,Aluno-1323,9,Masculino,2024,Pública,Ametista,7.487366666700001,10.0,9.0833333335,7.51,6.875,7.0,10.0,4.0,,,,6.66,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,10.002,6.66,-1,-1,False,False,False
RA-1324,2024,ALFA,ALFA K - G0/G1,Aluno-1324,9,Masculino,2024,Pública,Topázio,8.332450000000001,10.0,10.0,7.51,7.8125,8.5,10.0,7.0,,,,8.0,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,8.0,-1,-1,False,False,False
RA-931,2024,ALFA,ALFA K - G0/G1,Aluno-931,9,Masculino,2023,Pública,Ametista,7.075466666700001,7.918,8.5833333335,2.51,7.5,8.5,8.0,9.0,,,,6.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,7.918,6.83,-1,-1,False,False,False
RA-1325,2024,ALFA,ALFA K - G0/G1,Aluno-1325,8,Masculino,2024,Pública,Topázio,8.9824954545,9.002,9.5227272725,7.51,8.4375,10.0,10.0,10.0,,,,7.915,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.002,7.915,0,0,False,False,False
RA-1326,2024,ALFA,ALFA K - G0/G1,Aluno-1326,8,Feminino,2024,Pública,Ametista,7.6397833333000005,9.002,9.2916666665,7.51,7.8125,4.5,0.0,9.0,,,,7.245,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.002,7.245,0,0,False,False,False
RA-1327,2024,ALFA,ALFA K - G0/G1,Aluno-1327,7,Feminino,2024,Pública,Topázio,8.264116666700001,9.002,9.3333333335,7.51,7.8125,7.5,10.0,5.0,,,,7.325,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.002,7.325,0,0,False,False,False
RA-1328,2024,ALFA,ALFA K - G0/G1,Aluno-1328,8,Feminino,2024,Pública,Topázio,8.0588666667,8.502,8.2083333335,7.51,7.5,10.0,10.0,10.0,,,,7.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,8.502,7.83,-1,-1,False,False,False
RA-1329,2024,ALFA,ALFA K - G0/G1,Aluno-1329,8,Masculino,2024,Pública,Ametista,7.98945,9.502,10.0,7.51,6.5625,6.5,10.0,3.0,,,,6.66,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.502,6.66,0,0,False,False,False
RA-1330,2024,ALFA,ALFA K - G0/G1,Aluno-1330,8,Feminino,2024,Pública,Topázio,8.944616666700002,10.0,9.3333333335,7.51,8.4375,9.5,10.0,9.0,,,,7.915,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,10.002,7.915,0,0,False,False,False
RA-1331,2024,ALFA,ALFA K - G0/G1,Aluno-1331,7,Feminino,2024,Pública,Ametista,7.8522833333,9.002,7.291666666499999,7.51,8.4375,7.25,8.0,6.5,,,,7.245,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.002,7.245,0,0,False,False,False
RA-944,2024,ALFA,ALFA L - G2/G3,Aluno-944,10,Feminino,2023,Pública,Ametista,7.8262,9.002,7.25,7.51,8.75,9.0,10.0,8.0,,,,7.75,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.002,7.75,-2,-2,False,False,False
RA-1332,2024,ALFA,ALFA L - G2/G3,Aluno-1332,10,Masculino,2024,Pública,Topázio,8.1040529412,8.502,9.411764706,7.51,9.375,8.25,10.0,6.5,,,,7.665,5.0,Fase 2 (5° e 6° ano),-2,0,2,Topázio,Pública,8.502,7.665,-2,-2,False,False,False
RA-754,2024,ALFA,ALFA L - G2/G3,Aluno-754,11,Masculino,2022,Pública,Quartzo,5.6127,8.502,6.25,5.625,2.5,6.25,6.0,6.5,,,,4.75,5.0,Fase 2 (5° e 6° ano),-2,0,2,Quartzo,Pública,8.502,4.75,-2,-2,False,False,False
RA-1333,2024,ALFA,ALFA L - G2/G3,Aluno-1333,9,Masculino,2024,Pública,Topázio,8.213199999999999,7.502,10.0,6.255,9.375,9.25,10.0,8.5,,,,7.75,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,7.502,7.75,-1,-1,False,False,False
RA-934,2024,ALFA,ALFA L - G2/G3,Aluno-934,9,Feminino,2023,Pública,Topázio,8.338700000000001,9.502,9.75,7.51,9.375,8.5,10.0,7.0,,,,7.75,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,7.75,-1,-1,False,False,False
RA-1334,2024,ALFA,ALFA L - G2/G3,Aluno-1334,9,Masculino,2024,Pública,Topázio,8.350200000000001,10.0,10.0,5.625,9.375,9.0,10.0,8.0,,,,7.75,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,7.75,-1,-1,False,False,False
RA-941,2024,ALFA,ALFA L - G2/G3,Aluno-941,9,Feminino,2023,Pública,Ametista,7.746700000000001,8.002,9.25,5.01,8.125,8.75,10.0,7.5,,,,7.665,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.002,7.665,-1,-1,False,False,False
RA-756,2024,ALFA,ALFA L - G2/G3,Aluno-756,11,Masculino,2022,Pública,Ametista,7.361700000000001,10.0,8.75,7.51,8.125,5.5,10.0,1.0,,,,7.24,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,10.002,7.24,-2,-2,False,False,False
RA-1335,2024,ALFA,ALFA L - G2/G3,Aluno-1335,10,Masculino,2024,Pública,Topázio,8.3217,9.002,9.75,7.51,9.375,8.75,10.0,7.5,,,,7.665,5.0,Fase 2 (5° e 6° ano),-2,0,2,Topázio,Pública,9.002,7.665,-2,-2,False,False,False
RA-773,2024,ALFA,ALFA L - G2/G3,Aluno-773,10,Feminino,2022,Pública,Agata,6.566200000000001,10.0,8.75,2.51,7.5,5.0,8.0,2.0,,,,6.575,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ágata,Pública,10.002,6.575,-2,-2,False,False,False
RA-938,2024,ALFA,ALFA L - G2/G3,Aluno-938,10,Masculino,2023,Pública,Topázio,8.0056026915,9.502,9.544513457499999,7.51,8.125,7.75,10.0,5.5,,,,7.665,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,7.665,-1,-1,False,False,False
RA-1336,2024,ALFA,ALFA M - G0/G1,Aluno-1336,8,Feminino,2024,Pública,Ametista,7.141365631500001,9.502,6.2008281575,2.51,7.5,9.5,10.0,9.0,,,,7.75,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.75,-1,-1,False,False,False
RA-1337,2024,ALFA,ALFA M - G0/G1,Aluno-1337,10,Masculino,2024,Pública,Agata,6.015144444400001,8.002,4.722222222,7.51,6.875,6.0,6.0,6.0,,,,5.66,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ágata,Pública,8.002,5.66,-2,-2,False,False,False
RA-1338,2024,ALFA,ALFA M - G0/G1,Aluno-1338,8,Masculino,2024,Pública,Agata,6.1368428571,8.002,8.6607142855,7.51,6.875,3.0,2.0,4.0,,,,5.33,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.002,5.33,-1,-1,False,False,False
RA-1339,2024,ALFA,ALFA M - G0/G1,Aluno-1339,8,Feminino,2024,Pública,Ametista,7.3547,8.502,10.0,6.885,5.0,8.75,10.0,7.5,,,,5.33,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,5.33,-1,-1,False,False,False
RA-1340,2024,ALFA,ALFA M - G0/G1,Aluno-1340,8,Feminino,2024,Pública,Topázio,8.3422714286,9.502,8.392857143,7.51,5.625,10.0,10.0,10.0,,,,7.0,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.502,7.0,0,0,False,False,False
RA-1341,2024,ALFA,ALFA M - G0/G1,Aluno-1341,9,Masculino,2024,Pública,Ametista,7.862906349200001,10.0,9.246031746,7.51,5.625,10.0,10.0,10.0,,,,6.0,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,10.002,6.0,-1,-1,False,False,False
RA-947,2024,ALFA,ALFA M - G0/G1,Aluno-947,9,Masculino,2023,Pública,Agata,6.053509523800001,9.002,7.619047619,7.51,5.625,4.5,4.0,5.0,,,,4.58,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,9.002,4.58,-1,-1,False,False,False
RA-1342,2024,ALFA,ALFA M - G0/G1,Aluno-1342,8,Masculino,2024,Pública,Ametista,7.8185809524000005,9.502,9.761904762,7.51,7.5,9.0,10.0,8.0,,,,5.575,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,5.575,-1,-1,False,False,False
RA-1343,2024,ALFA,ALFA M - G0/G1,Aluno-1343,7,Feminino,2024,Pública,Topázio,8.8262,8.002,10.0,7.51,6.25,9.75,10.0,9.5,,,,8.5,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,8.002,8.5,0,0,False,False,False
RA-1344,2024,ALFA,ALFA N - G2/G3,Aluno-1344,8,Feminino,2024,Pública,Topázio,9.3612,8.502,10.0,7.51,8.75,10.0,10.0,10.0,,,,9.425,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,8.502,9.425,0,0,False,False,False
RA-945,2024,ALFA,ALFA N - G2/G3,Aluno-945,9,Masculino,2023,Pública,Ametista,7.4195809524000005,9.002,9.511904762,2.51,7.5,8.75,10.0,7.5,,,,6.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,6.83,-1,-1,False,False,False
RA-946,2024,ALFA,ALFA N - G2/G3,Aluno-946,8,Masculino,2023,Pública,Agata,6.677723809500001,9.502,8.7976190475,2.51,7.5,4.5,3.0,6.0,,,,7.835,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,9.502,7.835,-1,-1,False,False,False
RA-1345,2024,ALFA,ALFA N - G2/G3,Aluno-1345,9,Masculino,2023,Pública,Ametista,7.2340128655000004,8.502,9.4590643275,7.51,6.25,6.25,6.0,6.5,,,,6.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,6.83,-1,-1,False,False,False
RA-771,2024,ALFA,ALFA N - G2/G3,Aluno-771,9,Feminino,2022,Pública,Agata,6.066009523800001,8.502,6.619047619,3.135,5.625,6.5,6.5,6.5,,,,6.08,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.502,6.08,-1,-1,False,False,False
RA-1346,2024,ALFA,ALFA N - G2/G3,Aluno-1346,8,Masculino,2024,Pública,Ametista,7.3701047619,9.502,8.0595238095,7.51,6.25,5.5,5.0,6.0,,,,6.66,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.502,6.66,0,0,False,False,False
RA-1347,2024,ALFA,ALFA N - G2/G3,Aluno-1347,9,Masculino,2024,Pública,Agata,6.153842857100001,8.502,8.7857142855,2.51,5.625,5.0,5.0,5.0,,,,6.165,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.502,6.165,-1,-1,False,False,False
RA-949,2024,ALFA,ALFA N - G2/G3,Aluno-949,9,Feminino,2023,Pública,Ametista,7.1323428571,9.002,8.7857142855,7.51,6.25,6.5,6.0,7.0,,,,6.495,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,6.495,-1,-1,False,False,False
RA-950,2024,ALFA,ALFA N - G2/G3,Aluno-950,9,Feminino,2023,Pública,Ametista,7.693461904800001,9.502,9.023809524,7.51,6.875,7.0,7.5,6.5,,,,8.0,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,8.0,-1,-1,False,False,False
RA-951,2024,ALFA,ALFA N - G2/G3,Aluno-951,8,Feminino,2023,Privada,Agata,6.4483428571,10.0,9.0357142855,2.51,6.25,4.0,5.0,3.0,,,,7.325,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Privada,10.002,7.325,-1,-1,False,False,False
RA-1002,2024,ALFA,ALFA N - G2/G3,Aluno-1002,10,Feminino,2023,Pública,Ametista,7.967866666700001,9.002,7.833333333500001,7.51,7.5,9.25,10.0,8.5,,,,8.25,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,8.25,-1,-1,False,False,False
RA-774,2024,ALFA,ALFA N - G2/G3,Aluno-774,10,Feminino,2022,Pública,Quartzo,5.685771428600001,10.0,6.3928571430000005,2.51,6.25,3.75,2.0,5.5,,,,6.405,5.0,Fase 1 (3° e 4° ano),-1,0,1,Quartzo,Pública,10.002,6.405,-1,-1,False,False,False
RA-749,2024,ALFA,ALFA O - G2/G3,Aluno-749,10,Masculino,2022,Pública,Topázio,8.3373184211,9.502,9.7368421055,8.13,8.4375,8.75,10.0,7.5,,,,7.665,5.0,Fase 2 (5° e 6° ano),-2,0,2,Topázio,Pública,9.502,7.665,-2,-2,False,False,False
RA-929,2024,ALFA,ALFA O - G2/G3,Aluno-929,9,Feminino,2023,Pública,Ametista,7.7244368421,9.002,9.4736842105,7.51,8.125,6.75,7.0,6.5,,,,7.58,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,7.58,-1,-1,False,False,False
RA-930,2024,ALFA,ALFA O - G2/G3,Aluno-930,9,Masculino,2023,Pública,Ametista,7.9298184211,8.502,9.7368421055,7.51,7.8125,8.0,8.0,8.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,7.5,-1,-1,False,False,False
RA-787,2024,ALFA,ALFA O - G2/G3,Aluno-787,10,Masculino,2022,Pública,Ametista,7.73495,9.002,9.75,7.51,7.1875,7.25,10.0,4.5,,,,7.325,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,7.325,-1,-1,False,False,False
RA-1348,2024,ALFA,ALFA O - G2/G3,Aluno-1348,8,Masculino,2024,Pública,Ametista,7.9604662539,7.502,8.5913312695,7.51,8.75,9.0,10.0,8.0,,,,7.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,7.502,7.83,-1,-1,False,False,False
RA-935,2024,ALFA,ALFA O - G2/G3,Aluno-935,10,Masculino,2023,Pública,Topázio,8.3422,9.502,10.0,7.51,8.75,8.5,10.0,7.0,,,,7.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,7.83,-1,-1,False,False,False
RA-1349,2024,ALFA,ALFA O - G2/G3,Aluno-1349,10,Masculino,2024,Pública,Ametista,7.855727777800001,8.002,8.388888889,7.51,8.4375,8.5,10.0,7.0,,,,7.915,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.002,7.915,-1,-1,False,False,False
RA-937,2024,ALFA,ALFA O - G2/G3,Aluno-937,9,Feminino,2023,Pública,Topázio,8.3792,10.0,10.0,9.38,8.75,7.5,8.0,7.0,,,,7.83,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,7.83,-1,-1,False,False,False
RA-1350,2024,ALFA,ALFA O - G2/G3,Aluno-1350,10,Feminino,2024,Pública,Topázio,8.335450000000002,8.502,10.0,8.755,8.4375,8.5,10.0,7.0,,,,7.83,5.0,Fase 2 (5° e 6° ano),-2,0,2,Topázio,Pública,8.502,7.83,-2,-2,False,False,False
RA-1351,2024,ALFA,ALFA O - G2/G3,Aluno-1351,9,Masculino,2024,Pública,Topázio,8.1861038462,9.002,9.230769231,8.13,8.4375,8.75,10.0,7.5,,,,7.665,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.002,7.665,-1,-1,False,False,False
RA-959,2024,ALFA,ALFA O - G2/G3,Aluno-959,9,Masculino,2023,Pública,Topázio,8.379818421100001,10.0,9.7368421055,7.51,7.8125,9.5,10.0,9.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,7.5,-1,-1,False,False,False
RA-1352,2024,ALFA,ALFA O - G2/G3,Aluno-1352,9,Masculino,2024,Pública,Topázio,8.289950000000001,10.0,9.5,8.13,8.4375,8.5,8.0,9.0,,,,7.665,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,7.665,-1,-1,False,False,False
RA-1353,2024,ALFA,ALFA Q - G2/G3,Aluno-1353,10,Feminino,2024,Pública,Agata,6.454700000000001,8.002,9.5,7.51,6.875,3.0,3.5,2.5,,,,6.08,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,8.002,6.08,-1,-1,False,False,False
RA-1354,2024,ALFA,ALFA Q - G2/G3,Aluno-1354,10,Feminino,2024,Pública,Ametista,7.353427272700001,9.502,8.3636363635,7.51,8.125,6.0,6.5,5.5,,,,7.335,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.335,-1,-1,False,False,False
RA-979,2024,ALFA,ALFA Q - G2/G3,Aluno-979,9,Masculino,2023,Pública,Topázio,8.0352454545,9.502,9.5227272725,7.51,8.125,8.25,9.5,7.0,,,,7.335,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,9.502,7.335,-1,-1,False,False,False
RA-1355,2024,ALFA,ALFA Q - G2/G3,Aluno-1355,10,Masculino,2024,Pública,Ametista,7.202245454500001,10.0,6.5227272725,7.51,8.125,7.0,8.0,6.0,,,,7.17,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,10.002,7.17,-1,-1,False,False,False
RA-971,2024,ALFA,ALFA Q - G2/G3,Aluno-971,9,Masculino,2023,Pública,Agata,6.8916181818,7.418,7.909090909,7.51,7.5,6.75,8.5,5.0,,,,6.085,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,7.418,6.085,-1,-1,False,False,False
RA-972,2024,ALFA,ALFA Q - G2/G3,Aluno-972,9,Masculino,2023,Pública,Ametista,7.537472727300001,9.502,8.3863636365,7.51,8.75,6.75,8.0,5.5,,,,7.17,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.17,-1,-1,False,False,False
RA-965,2024,ALFA,ALFA Q - G2/G3,Aluno-965,10,Feminino,2023,Pública,Agata,6.1376545455,9.002,6.4772727275,7.51,8.75,2.25,2.0,2.5,,,,6.83,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ágata,Pública,9.002,6.83,-2,-2,False,False,False
RA-973,2024,ALFA,ALFA Q - G2/G3,Aluno-973,10,Masculino,2023,Pública,Agata,6.9318363636,10.0,9.318181818,7.51,7.5,3.75,6.5,1.0,,,,6.585,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ágata,Pública,10.002,6.585,-2,-2,False,False,False
RA-1356,2024,ALFA,ALFA Q - G2/G3,Aluno-1356,8,Feminino,2024,Pública,Ametista,7.8695888889,9.002,9.4444444445,7.51,8.125,5.5,5.5,5.5,,,,7.085,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.002,7.085,0,0,False,False,False
RA-966,2024,ALFA,ALFA Q - G2/G3,Aluno-966,10,Masculino,2023,Pública,Ametista,7.9943363636,9.502,8.568181818,7.51,8.125,9.0,9.5,8.5,,,,7.335,5.0,Fase 2 (5° e 6° ano),-2,0,2,Ametista,Pública,9.502,7.335,-2,-2,False,False,False
RA-1357,2024,ALFA,ALFA Q - G2/G3,Aluno-1357,9,Masculino,2024,Pública,Ametista,7.1807,8.002,7.5,7.51,8.125,6.75,8.0,5.5,,,,7.335,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.002,7.335,-1,-1,False,False,False
RA-969,2024,ALFA,ALFA Q - G2/G3,Aluno-969,9,Masculino,2023,Pública,Ametista,7.453427272700001,9.002,7.8636363634999995,7.51,8.125,7.25,9.0,5.5,,,,7.335,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,7.335,-1,-1,False,False,False
RA-1358,2024,ALFA,ALFA R - G0/G1,Aluno-1358,7,Feminino,2024,Pública,Agata,6.552990476200001,9.168,7.380952381,5.01,6.25,4.0,4.0,4.0,,,,6.17,10.0,ALFA (1° e 2° ano),0,0,0,Ágata,Pública,9.168,6.17,0,0,False,False,False
RA-1359,2024,ALFA,ALFA R - G0/G1,Aluno-1359,7,Feminino,2024,Pública,Ametista,7.2102,8.502,9.0,5.635,5.625,6.0,4.0,8.0,,,,6.17,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,8.502,6.17,0,0,False,False,False
RA-1360,2024,ALFA,ALFA R - G0/G1,Aluno-1360,8,Masculino,2024,Pública,Agata,6.8480623189,8.502,7.0018115945,7.51,5.625,5.0,0.0,10.0,,,,6.42,10.0,ALFA (1° e 2° ano),0,0,0,Ágata,Pública,8.502,6.42,0,0,False,False,False
RA-1361,2024,ALFA,ALFA R - G0/G1,Aluno-1361,8,Feminino,2024,Pública,Topázio,8.738700000000001,9.502,9.375,5.635,7.5,10.0,10.0,10.0,,,,8.0,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,9.502,8.0,0,0,False,False,False
RA-975,2024,ALFA,ALFA R - G0/G1,Aluno-975,8,Feminino,2023,Pública,Ametista,7.1463666667000005,8.502,7.708333333500001,5.01,6.875,8.0,8.0,8.0,,,,7.33,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.502,7.33,-1,-1,False,False,False
RA-1362,2024,ALFA,ALFA R - G0/G1,Aluno-1362,7,Masculino,2024,Pública,Ametista,7.709200000000001,10.0,6.875,5.635,6.875,8.5,8.0,9.0,,,,6.915,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,10.002,6.915,0,0,False,False,False
RA-977,2024,ALFA,ALFA R - G0/G1,Aluno-977,8,Feminino,2023,Pública,Ametista,7.188033333300001,10.0,7.291666666499999,6.26,6.875,7.0,5.0,9.0,,,,7.58,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,10.002,7.58,-1,-1,False,False,False
RA-1363,2024,ALFA,ALFA S - G2/G3,Aluno-1363,7,Feminino,2024,Pública,Ametista,7.690800000000001,7.418,10.0,5.635,6.875,6.5,6.5,6.5,,,,6.99,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,7.418,6.99,0,0,False,False,False
RA-981,2024,ALFA,ALFA S - G2/G3,Aluno-981,8,Feminino,2023,Pública,Agata,6.6513739130000005,9.002,7.010869565,6.26,6.25,6.0,6.0,6.0,,,,6.99,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,9.002,6.99,-1,-1,False,False,False
RA-1364,2024,ALFA,ALFA S - G2/G3,Aluno-1364,9,Masculino,2024,Pública,Ametista,7.570033333300001,8.002,8.4166666665,7.51,6.875,8.75,9.5,8.0,,,,6.99,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,8.002,6.99,-1,-1,False,False,False
RA-1365,2024,ALFA,ALFA S - G2/G3,Aluno-1365,9,Masculino,2024,Pública,Ametista,7.3700333333,9.002,9.7916666665,6.26,6.875,6.5,5.5,7.5,,,,6.99,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.002,6.99,-1,-1,False,False,False
RA-1366,2024,ALFA,ALFA S - G2/G3,Aluno-1366,8,Feminino,2024,Pública,Agata,6.919852173900001,9.002,6.6032608695,7.51,7.5,6.5,6.5,6.5,,,,6.99,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,9.002,6.99,-1,-1,False,False,False
RA-974,2024,ALFA,ALFA S - G2/G3,Aluno-974,8,Masculino,2023,Pública,Ametista,7.6077217391,9.502,9.282608695499999,7.51,7.5,6.5,6.0,7.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.5,-1,-1,False,False,False
RA-1367,2024,ALFA,ALFA S - G2/G3,Aluno-1367,8,Feminino,2024,Pública,Topázio,8.427286956500001,10.0,8.3804347825,7.51,7.5,8.75,9.0,8.5,,,,7.5,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,10.002,7.5,0,0,False,False,False
RA-1368,2024,ALFA,ALFA S - G2/G3,Aluno-1368,8,Masculino,2024,Pública,Topázio,8.6012,7.002,10.0,7.51,7.5,9.5,10.0,9.0,,,,7.5,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,7.002,7.5,0,0,False,False,False
RA-1369,2024,ALFA,ALFA S - G2/G3,Aluno-1369,7,Feminino,2024,Pública,Topázio,8.052286956500001,8.502,8.6304347825,6.26,7.5,8.0,8.0,8.0,,,,7.5,10.0,ALFA (1° e 2° ano),0,0,0,Topázio,Pública,8.502,7.5,0,0,False,False,False
RA-978,2024,ALFA,ALFA S - G2/G3,Aluno-978,8,Feminino,2023,Pública,Ametista,7.4637,9.502,9.5,6.26,6.875,6.5,6.0,7.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.5,-1,-1,False,False,False
RA-1370,2024,ALFA,ALFA S - G2/G3,Aluno-1370,9,Masculino,2024,Pública,Topázio,8.0456444444,10.0,8.722222222,7.51,7.5,9.0,10.0,8.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Topázio,Pública,10.002,7.5,-1,-1,False,False,False
RA-1371,2024,ALFA,ALFA S - G2/G3,Aluno-1371,11,Feminino,2024,Pública,Agata,6.4843521739,7.502,6.9782608695,7.51,6.875,4.5,3.0,6.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ágata,Pública,7.502,7.5,-1,-1,False,False,False
RA-1372,2024,ALFA,ALFA T - G2/G3,Aluno-1372,8,Feminino,2024,Pública,Ametista,7.9632000000000005,9.502,10.0,8.13,7.5,4.75,3.0,6.5,,,,7.5,10.0,ALFA (1° e 2° ano),0,0,0,Ametista,Pública,9.502,7.5,0,0,False,False,False
RA-1373,2024,ALFA,ALFA T - G2/G3,Aluno-1373,9,Feminino,2024,Pública,Ametista,7.577286956500001,9.502,8.8804347825,7.51,7.5,6.75,6.0,7.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,0,1,Ametista,Pública,9.502,7.5,-1,-1,False,False,False
